ID,Active,Name,Categories,Price,Tax,Wholesale price,OnSale,Discount,DiscountPercent,DiscountFrom,DiscountTo,Reference,SupplierReference,Supplier,Manufacturer,Ean13,Upc,Ecotax,Width,Height,Depth,Weight,Quantity,MinimalQuantity,Visibility,AdditionalShippingCost,Unity,UnityPrice,ShortDescription,Description,Tags,Metatitle,MetaKeywords,MetaDescription,UrlRewritten,TextStock,TextBackorder,Avaiable,ProductAvaiableDate,ProductCreationDate,ShowPrice,ImageUrls,DeleteExistingImages,Feature,AvaiableOnline,Condition,Customizable,Uploadable,TextFields,OutStock,IdNameShop,AdvancedStockManagement,DependsOnStock,Warehouse,,,
16,1,Slim fit suit,3,765,31,765,,,,,,16,,,,,,,,,,,100,1,both,,,,Super 140s AAAAA wool,"Charcoal grey suit, micro weaved on virgin wool Super 140s AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar, 2 flap pockets, 1 back vent. Trousers, fastening with visible button, 2 Italian pockets,trouser bottom width 18 cm, unhemmed. Mens suit 100% Super 140s AAAAA virgin wool by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Super 140s AAAAA wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i509-21-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i509-21-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i509-21-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i509-21-4.jpg,,,1,new,0,0,0,0,1,,,
17,1,Slim fit suit,3,885,31,885,,,,,,17,,,,,,,,,,,100,1,both,,,,Super 150s AAAAA wool,"Midnight blue suit, micro design on virgin wool Super 150s AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar, 2 flap pockets, 1 back vent. Trousers, fastening with visible button, 2 Italian pockets,trouser bottom width 18 cm, unhemmed. Mens suit 100% Super 150s AAAAA virgin wool by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Super 150s AAAAA wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i519-31-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i519-31-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i519-31-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i519-31-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i519-31-5.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i519-31-6.jpg,,,1,new,0,0,0,0,1,
18,1,Double-breasted suit,3,765,31,765,,,,,,18,,,,,,,,,,,100,1,both,,,,Fulled wool twill,"Charcoal grey double-breasted suit in fulled wool twill 6-button double-breasted jacket,peak collar with open buttonhole, open cuff buttonholes,2 flap pockets, 2 back vents. Trousers, fastening with visible buttonand adjustable waist tab, 2 Italian pockets,trouser bottom width 18 cm, finished with a turn-up(it is possible to open the turn-up to lengthen the leg). Mens suit 100% virgin woolLining 100% viscose, corozo buttonsDry clean",Double-breasted suit,Double-breasted suit,Double-breasted suit,Fulled wool twill,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3icla-i553-21-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3icla-i553-21-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3icla-i553-21-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3icla-i553-21-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3icla-i553-21-5.jpg,,,1,new,0,0,0,0,1,,
19,1,Regular fit suit,3,765,31,765,,,,,,19,,,,,,,,,,,100,1,both,,,,Super 140s AAAAA wool,"Midnight blue bird's eye pattern suit in virgin wool Super 140s AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket, tailored collar with open buttonhole,2 flap pockets, 1 back vent. Trousers, fastening with visible button,2 Italian pockets, trouser bottom width 19 cm, unhemmed. From size 58, the jacket has 2 back ventsand the trouser bottom width is 21 cm. Mens suit 100% Super 140s AAAAA virgin wool by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Regular fit suit,Regular fit suit,Regular fit suit,Super 140s AAAAA wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc2ildo-i507-31-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc2ildo-1507-31-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc2ildo-1507-31-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc2ildo-1507-31-4.jpg,,,1,new,0,0,0,0,1,,,
20,1,Slim fit suit,3,"1,15",31,"1,15",,,,,,20,,,,,,,,,,,100,1,both,,,,Turbo 180 virgin wool,"Carbon blue suit, semi plain in virgin wool Turbo 180 AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar, 2 flap pockets, 1 back vent. Trousers, fastening with visible button, 2 Italian pockets,trouser bottom width 18 cm, unhemmed. Mens suit 100% Turbo 180 AAAAA virgin wool by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Turbo 180 virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e557-37-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e557-37-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e557-37-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e557-37-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e557-37-5.jpg,,,1,new,0,0,0,0,1,,
21,1,Slim fit suit,3,885,31,885,,,,,,21,,,,,,,,,,,100,1,both,,,,Super 150s AAAAA wool,"Charcoal grey end-on-end suit in virgin wool Super 150s AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar, 2 flap pockets, 1 back vent. Trousers, fastening with visible button, 2 Italian pockets,trouser bottom width 18 cm, unhemmed. Mens suit 100% Super 150s AAAAA virgin wool by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Super 150s AAAAA wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i534-21-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i534-21-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i534-21-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i534-21-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i534-21-5.jpg,,,1,new,0,0,0,0,1,,
22,1,Slim fit suit,3,785,31,785,,,,,,22,,,,,,,,,,,100,1,both,,,,Virgin wool flannel and cashmere,"Caramel suit in virgin wool flannel and cashmere ""Cashmerelight""by Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket, tailored collar with open buttonhole,open cuff buttonholes,2 flap pockets, 2 back vents. Trousers, fastening with visible buttonand adjustable waist tab, 2 Italian pockets,trouser bottom width 18 cm, finished with a turn-up(it is possible to open the turn-up to lengthen the leg). Mens suit 95% virgin wool, 5% cashmere""Cashmerelight"" by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Virgin wool flannel and cashmere,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3idda-i555-59-1_1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3idda-i555-59-2_1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3idda-i555-59-4_1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3idda-i555-59-3_1.jpg,,,1,new,0,0,0,0,1,,,
23,1,Costume regular fit,3,695,31,695,,,,,,23,,,,,,,,,,,100,1,both,,,,Laine Super 130's AAAAA,,Costume regular fit,Costume regular fit,Costume regular fit,Laine Super 130's AAAAA,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/c/2/c2bony-n530-20-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/c/2/c2bony-n530-20-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/c/2/c2bony-n530-20-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/c/2/c2bony-n530-20-3.jpg,,,1,new,0,0,0,0,1,,,
24,1,Slim fit suit,3,695,31,695,,,,,,24,,,,,,,,,,,100,1,both,,,,Super 130s AAAAA wool,"Black Plain serge suit,Lanificio F.lli Cerruti Super 130s AAAAA virgin wool,made exclusively for De Fursac 2-button jacket with tailored collar,2 flap pockets, 1 back vent.Trousers, fastening with hidden button, 2 Italian pockets,trouser bottom width 18 cm, unhemmed Black mens suit 100% Lanificio F.lli Cerruti Super 130s AAAAA virgin woollining 100% viscoseDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Super 130s AAAAA wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3mily-n530-20-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3mily-n530-20-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3mily-n530-20-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3mily-n530-20-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3mily-n530-20-5.jpg,,,1,new,0,0,0,0,1,,
25,1,Slim fit suit,3,685,31,685,,,,,,25,,,,,,,,,,,100,1,both,,,,Boiled virgin wool,"Indigo suit in boiled virgin wool with small checks 2-button jacket with tailored collar, open cuff buttonholes.2 flap pockets, 1 back vent. Trousers, fastening with visible buttonand adjustable waist tab, 2 Italian pockets,trouser bottom width 18 cm, finished with a turn-up(it is possible to open the turn-up to lengthen the leg). Mens suit 100% virgin woolLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Boiled virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3isma-i526-31-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3isma-i526-31-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3isma-i526-31-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3isma-i526-31-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3isma-i526-31-5.jpg,,,1,new,0,0,0,0,1,,
26,1,Slim fit suit,3,885,31,885,,,,,,26,,,,,,,,,,,100,1,both,,,,Super 150s AAAAA wool,"Grey suit in marl virgin wool Super 150s AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar, 2 flap pockets, 1 back vent. Trousers, fastening with visible button, 2 Italian pockets,trouser bottom width 18 cm, unhemmed. Mens suit 100% Super 150s AAAAA virgin wool by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Super 150s AAAAA wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i517-29-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i517-29-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i517-29-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i517-29-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i517-29-5.jpg,,,1,new,0,0,0,0,1,,
27,1,Slim fit suit,3,"1,15",31,"1,15",,,,,,27,,,,,,,,,,,100,1,both,,,,Turbo 180 virgin wool,"Navy blue suit, micro weaved on virgin wool Turbo 180 AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar, 2 flap pockets, 1 back vent. Trousers, fastening with visible button, 2 Italian pockets,trouser bottom width 18 cm, unhemmed. Mens suit 100% Turbo 180 AAAAA virgin wool by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Turbo 180 virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-f566-31-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-f566-31-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-f566-31-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-f566-31-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-f566-31-5.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-f566-31-6.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-f566-31-7.jpg,,,1,new,0,0,0,0,1
28,1,Slim fit suit,3,"1,15",31,"1,15",,,,,,28,,,,,,,,,,,100,1,both,,,,Turbo 180 virgin wool,"Charcoal grey end-on-end suit in virgin wool Turbo 180 AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar, 2 flap pockets, 1 back vent. Trousers, fastening with visible button, 2 Italian pockets,trouser bottom width 18 cm, unhemmed. Mens suit 100% Turbo 180 AAAAA virgin wool by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Turbo 180 virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i525-21-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i525-21-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i525-21-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i525-21-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-i525-21-5.jpg,,,1,new,0,0,0,0,1,,
29,1,Slim fit suit,3,"1,15",31,"1,15",,,,,,29,,,,,,,,,,,100,1,both,,,,Turbo 180 virgin wool,"Midnight blue plain serge suit, virgin wool Turbo 180 AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar, 2 flap pockets, 1 back vent. Trousers, fastening with visible button, 2 Italian pockets,trouser bottom width 18 cm, unhemmed. Mens suit 100% Turbo 180 AAAAA virgin wool by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Turbo 180 virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-a534-31-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-a534-31-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-a534-31-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-a534-31-5.jpg,,,1,new,0,0,0,0,1,,,
30,1,Slim fit suit,3,"1,15",31,"1,15",,,,,,30,,,,,,,,,,,100,1,both,,,,Turbo 180 virgin wool,"Charcoal grey semi plain suit, virgin wool Turbo 180 AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar, 2 flap pockets, 1 back vent. Trousers, fastening with visible button, 2 Italian pockets,trouser bottom width 18 cm, unhemmed. Mens suit 100% Turbo 180 AAAAA virgin wool by Lanificio F.lli CerrutiLining 100% viscose, corozo buttonsDry clean",Slim fit suit,Slim fit suit,Slim fit suit,Turbo 180 virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e555-21-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e555-21-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e555-21-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e555-21-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e555-21-5.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hc3ilya-e555-21-6.jpg,,,1,new,0,0,0,0,1,
31,1,Slim fit tuxedo,4,885,31,885,,,,,,31,,,,,,,,,,,100,1,both,,,,Virgin wool,"Charcoal grey tuxedo, virgin wool semi plain 1-button tuxedo jacket with satin shawl collar,opencuff buttonhole,2 welt pockets with flap, 1 back vent. Trousers, fastening with visible buttonand adjustable waist tab, 2 Italian pockets,satin strip down the lenght of the leg,trouser bottom width 18cm, unhemmed. Mens tuxedos 100% virgin woolLining 100% viscoseDry clean",Slim fit tuxedo,Slim fit tuxedo,Slim fit tuxedo,Virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3imag-i542-29-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3imag-i542-29-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3imag-i542-29-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3imag-i542-29-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3imag-i542-29-5.jpg,,,1,new,0,0,0,0,1,,
