ID,Active,Name,Categories,Price,Tax,Wholesale price,OnSale,Discount,DiscountPercent,DiscountFrom,DiscountTo,Reference,SupplierReference,Supplier,Manufacturer,Ean13,Upc,Ecotax,Width,Height,Depth,Weight,Quantity,MinimalQuantity,Visibility,AdditionalShippingCost,Unity,UnityPrice,ShortDescription,Description,Tags,Metatitle,MetaKeywords,MetaDescription,UrlRewritten,TextStock,TextBackorder,Avaiable,ProductAvaiableDate,ProductCreationDate,ShowPrice,ImageUrls,DeleteExistingImages,Feature,AvaiableOnline,Condition,Customizable,Uploadable,TextFields,OutStock,IdNameShop,AdvancedStockManagement,DependsOnStock,Warehouse,,,
32,1,Slim fit tuxedo,4,935,31,935,,,,,,32,,,,,,,,,,,100,1,both,,,,Wool blend jacquard,"Black tuxedo with sparkly fantasy motif, wool blend Jacquard 1-button tuxedo jacket with contrasted satin peak collar,opencuff buttonhole, 2 welt pockets with flap, 1 back vent. Trousers, fastening with visible buttonand adjustable waist tab, 2 Italian pockets,satin strip down the lenght of the leg,trouser bottom width 18cm, finished hem(it is possible to open the hem to lengthen the leg).  Mens tuxedo 65% polyester, 22% acrylic, 9% wooland 4% other fibersLining 100% viscoseDry clean",Slim fit tuxedo,Slim fit tuxedo,Slim fit tuxedo,Wool blend jacquard,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3idol-i500-20-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3idol-i500-20-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3idol-i500-20-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3idol-i500-20-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3idol-i500-20-5.jpg,,,1,new,0,0,0,0,1,,
33,1,Slim fit tuxedo,4,985,31,985,,,,,,33,,,,,,,,,,,100,1,both,,,,Virgin wool faille,"3-piece tuxedo in black virgin wool faille 1-button tuxedo jacket with duchess satin shawl collar,opencuff buttonhole, 2 welt pockets, 1 back vent.3-button tuxedo waistcoat, viscose back, tightening tab and metal buckle. Trousers, fastening with hidden button, 2 Italian pockets,satin trim down the length of the leg,trouser bottom width 18 cm, unhemmed. Mens tuxedo 100% virgin woolLining 100% viscoseDry clean",Slim fit tuxedo,Slim fit tuxedo,Slim fit tuxedo,Virgin wool faille,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3iggy-c555-20-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3iggy-c555-20-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3iggy-c555-20-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3iggy-c555-20-5.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3iggy-c555-20-6.jpg,,,1,new,0,0,0,0,1,,
34,1,Slim fit tuxedo,4,865,31,865,,,,,,34,,,,,,,,,,,100,1,both,,,,Virgin wool,"Indigo blue tuxedo, micro design on virgin wool 2-button tuxedo jacket with satin peak collar,opencuff buttonhole,2 welt pockets with flap, 1 back vent. Trousers, fastening with visible buttonand adjustable waist tab, 2 Italian pockets,satin strip down the lenght of the leg,trouser bottom width 18cm, unhemmed. Mens tuxedo 100% virgin woolLining 100% viscoseDry clean",Slim fit tuxedo,Slim fit tuxedo,Slim fit tuxedo,Virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ilmo-i552-31-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ilmo-i552-31-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ilmo-i552-31-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ilmo-i552-31-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ilmo-i552-31-5.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ilmo-i552-31-6.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ilmo-i552-31-7.jpg,,,1,new,0,0,0,0,1
35,1,Slim fit tuxedo,4,785,31,785,,,,,,35,,,,,,,,,,,100,1,both,,,,Wool and mohair,"Navy blue tuxedo in wool and mohair plain weave 2-button tuxedo jacket with satin tailored collar,opencuff buttonhole,2 welt pockets with flap, 1 back vent. Trousers with satin belt and adjustablewaist tab, 2 Italian pockets,satin strip down the lenght of the leg,trouser bottom width 18cm, invisible finished hem(it is possible to open the hem to lengthen the leg) Mens tuxedo 73% wool and 27% mohairLining 100% viscoseDry clean",Slim fit tuxedo,Slim fit tuxedo,Slim fit tuxedo,Wool and mohair,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3itto-b526-30-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3itto-b526-30-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3itto-b526-30-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3itto-b526-30-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3itto-b526-30-6.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3itto-b526-30-7.jpg,,,1,new,0,0,0,0,1,
36,1,Slim fit tuxedo,4,885,31,885,,,,,,36,,,,,,,,,,,100,1,both,,,,Virgin wool,"Charcoal grey ""scale"" motif on virgin wool Jacquard,""Oxygen"" by Lanificio F.lli Cerruti 1-button jacket tuxedo with contrasted satin peak collar,opencuff buttonhole, 1 back vent. Trousers with fastening with visible buttonand adjustable waist tab, 2 Italian pockets,fine satin strip down the lenght of the leg,trouser botton width 18,5 cm, finished hem(it is possible to open the hem to lengthen the leg). Mens tuxedo 100% virgin wool ""Oxygen"" by Lanificio F.lli CerrutiLining 100% viscoseDry clean",Slim fit tuxedo,Slim fit tuxedo,Slim fit tuxedo,Virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16es3fera-f514-21-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16es3fera-f514-21-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16es3fera-f514-21-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16es3fera-f514-21-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16es3fera-f514-21-5.jpg,,,1,new,0,0,0,0,1,,
37,1,Slim fit tuxedo,4,885,31,885,,,,,,37,,,,,,,,,,,100,1,both,,,,Sparkly virgin wool,"Sparkly midnight blue motif on virgin wool 1-button jacket with contrasted satin peak collar,opencuff buttonhole, 1 back vent. Trousers with fastening with visible buttonand adjustable waist tab, 2 Italian pockets,fine satin strip down the lenght of the leg,trouser botton width 18,5 cm, finished hem(it is possible to open the hem to lengthen the leg). Blue tuxedo 89% virgin wool and 11% polyamideLining 100% viscoseDry clean",Slim fit tuxedo,Slim fit tuxedo,Slim fit tuxedo,Sparkly virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16es3fera-f547-30-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16es3fera-f547-30-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16es3fera-f547-30-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16es3fera-f547-30-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16es3fera-f547-30-5.jpg,,,1,new,0,0,0,0,1,,
38,1,Slim fit tuxedo,4,765,31,765,,,,,,38,,,,,,,,,,,100,1,both,,,,Wool and mohair,"Black tuxedo in wool and mohair plain weave 2-button tuxedo jacket with velvet tailored collar,opencuff buttonhole, 2 welt pockets with flap,1 back vent. Trousers, fastening with visible buttonand adjustable waist tab, 2 Italian pockets,velvet strip down the lenght of the leg,trouser bottom width 18cm, unhemmed. Mens tuxedo 73% wool and 27% mohairLining 100% viscoseDry clean",Slim fit tuxedo,Slim fit tuxedo,Slim fit tuxedo,Wool and mohair,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ikly-b526-20-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ikly-b526-20-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ikly-b526-20-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ikly-b526-20-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hs3ikly-b526-20-5.jpg,,,1,new,0,0,0,0,1,,
39,1,Slim fit tuxedo,4,785,31,785,,,,,,39,,,,,,,,,,,100,1,both,,,,Virgin wool,"Mineral blue virgin wool end-on-end tuxedo, 2-button jacket with satin shawl collar,opencuff buttonhole, 1 back vent.Trousers with satin belt andadjustable waist tab, 2 Italian pockets,satin trim down the length of the leg,trouser bottom width 18 cm, unfinished hem Slim fit tuxedo 100% virgin woollining 100% viscoseDry clean",Slim fit tuxedo,Slim fit tuxedo,Slim fit tuxedo,Virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3vikk-b513-31-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3vikk-b513-31-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3vikk-b513-31-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3vikk-b513-31-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3vikk-b513-31-5.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3vikk-b513-31-6.jpg,,,1,new,0,0,0,0,1,
40,1,Slim fit tuxedo,4,785,31,785,,,,,,40,,,,,,,,,,,100,1,both,,,,Virgin wool and mohair,"Black virgin wool and mohair plain weave tuxedo 1-button jacket with contrasted satin peak collar,opencuff buttonhole, 1 back vent. Trousers with satin belt andand adjustable waist tab, 2 Italian pockets,satin strip down the lenght of the leg,trouser botton width 18 cm, unfinished hem Mens tuxedo 73% virgin wool, 27% mohairLining 100% viscoseDry clean",Slim fit tuxedo,Slim fit tuxedo,Slim fit tuxedo,Virgin wool and mohair,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3flam-b526-20-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3flam-b526-20-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3flam-b526-20-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3flam-b526-20-4.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/p/e/pers3flam-b526-20-5.jpg,,,1,new,0,0,0,0,1,,
41,1,Slim fit jacket,5,475,31,475,,,,,,41,,,,,,,,,,,100,1,both,,,,iTravel virgin wool,"Suit jacket in navy blue virgin wool Panama weave ""iTravel""by Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar,2 flap pockets, 1 back vent.  Matching trousers available Mens jacket 100% ""iTravel"" virgin wool by Lanificio F.lli CerrutiDry clean",Slim fit jacket,Slim fit jacket,Slim fit jacket,iTravel virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-c550-32-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-c550-32-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-c550-32-3.jpg,,,1,new,0,0,0,0,1,,,,
42,1,Waistcoat,5,185,31,185,,,,,,42,,,,,,,,,,,100,1,both,,,,iTravel virgin wool,"5-button waistcoat, in navy blue virgin wool Panama weave ""iTravel""by Lanificio F.lli Cerruti, made exclusively for De Fursac piped pockets, viscose back with tab and metal buckle Matching suit available Men waistcoat 100% ""iTravel"" virgin wool by Lanificio F.lli CerrutiDry clean",Waistcoat,Waistcoat,Waistcoat,iTravel virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hg3dogg-c550-32-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/5/15eg3dogg-d510-32-2_2.jpg,,,1,new,0,0,0,0,1,,,,,
43,1,Suit trousers,5,210,31,210,,,,,,43,,,,,,,,,,,100,1,both,,,,iTravel virgin wool,"Suit trousers in navy blue virgin wool Panama weave ""iTravel""by Lanificio F.lli Cerruti, made exclusively for De Fursac Trousers, fastening with visible button,2 Italian pockets, 2 back welt pockets,trouser bottom width 18 cm, unhemmed.  Matching jacket available Mens trousers 100% ""iTravel"" virgin wool by Lanificio F.lli CerrutiDry clean",Suit trousers,Suit trousers,Suit trousers,iTravel virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-c550-32-1_1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-c550-32-2_2_.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-c550-32-2_1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-c550-32-3_1.jpg,,,1,new,0,0,0,0,1,,,
44,1,Suit trousers,5,210,31,210,,,,,,44,,,,,,,,,,,100,1,both,,,,Super 140s AAAAA wool,"Suit trousers in black virgin wool plain serge Super 140sAAAAA by Lanificio F.lli Cerruti, made exclusively for De Fursac Trousers, fastening with visible button,2 Italian pockets, 2 back welt pockets,trouser bottom width 18 cm, unhemmed.  Matching jacket available Mens trousers 100% Super 140s AAAAA virgin wool by Lanificio F.lli CerrutiDry clean",Suit trousers,Suit trousers,Suit trousers,Super 140s AAAAA wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-f530-20-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-f530-20-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-f530-20-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-f530-20-4.jpg,,,1,new,0,0,0,0,1,,,
45,1,Slim fit jacket,5,525,31,525,,,,,,45,,,,,,,,,,,100,1,both,,,,Super 140s AAAAA wool,"Suit jacket in black virgin wool plain serge Super 140s AAAAAby Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar,2 flap pockets, 1 back vent.  Matching trouser available Mens jacket 100% Super 140s AAAAA virgin wool by Lanificio F.lli CerrutiDry clean",Slim fit jacket,Slim fit jacket,Slim fit jacket,Super 140s AAAAA wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-f530-20-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-f530-20-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-f530-20-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-f530-20-4.jpg,,,1,new,0,0,0,0,1,,,
46,1,Slim fit jacket,5,465,31,465,,,,,,46,,,,,,,,,,,100,1,both,,,,Virgin wool,"Midnight blue suit jacket, semi plain in virgin wool 2-button jacket with tailored collar,2 flap pockets, 1 back vent.  Matching trousers available Mens jacket 100% virgin woolDry clean",Slim fit jacket,Slim fit jacket,Slim fit jacket,Virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-i546-30-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-i546-30-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-i546-30-3.jpg,,,1,new,0,0,0,0,1,,,,
47,1,Suit trousers,5,195,31,195,,,,,,47,,,,,,,,,,,100,1,both,,,,Virgin wool,"Midnight blue suit trousers, semi plain in virgin wool Trousers, fastening with visible button,2 Italian pockets, 2 back welt pockets,trouser bottom width 18 cm, unhemmed.  Matching jacket available Mens trousers 100% virgin woolDry clean",Suit trousers,Suit trousers,Suit trousers,Virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-i546-30-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-i546-30-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-i546-30-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-i546-30-4.jpg,,,1,new,0,0,0,0,1,,,
48,1,Suit trousers,5,210,31,210,,,,,,48,,,,,,,,,,,100,1,both,,,,iTravel virgin wool,"Suit trousers, micro design on charcoal grey virgin wool""iTravel"" by Lanificio F.lli Cerruti, made exclusively for De Fursac Trousers, fastening with visible button,2 Italian pockets, 2 back welt pockets,trouser bottom width 18 cm, unhemmed.  Matching jacket available Mens trousers 100% ""iTravel"" virgin wool by Lanificio F.lli CerrutiDry clean",Suit trousers,Suit trousers,Suit trousers,iTravel virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-i516-21-1_1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-i516-21-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-i516-21-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-i516-21-4.jpg,,,1,new,0,0,0,0,1,,,
49,1,Slim fit jacket,5,475,31,475,,,,,,49,,,,,,,,,,,100,1,both,,,,iTravel virgin wool,"Suit jacket, micro design on charcoal grey virgin wool ""iTravel""by Lanificio F.lli Cerruti, made exclusively for De Fursac 2-button jacket with tailored collar,2 flap pockets, 1 back vent.  Matching trousers available Mens jacket 100% ""iTravel"" virgin wool by Lanificio F.lli CerrutiDry clean",Slim fit jacket,Slim fit jacket,Slim fit jacket,iTravel virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-i516-21-1b.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-i516-21-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-i516-21-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hv3ilya-i516-21-4.jpg,,,1,new,0,0,0,0,1,,,
50,1,Suit trousers,5,195,31,195,,,,,,50,,,,,,,,,,,100,1,both,,,,iStretch virgin wool,"Suit trousers in navy blue virgin wool plain weave ""iStretch""by Lanificio F.lli Cerruti, made exclusively for De Fursac Trousers, fastening with visible button,2 Italian pockets, 2 back welt pockets,trouser bottom width 18 cm, unhemmed.  Matching jacket available Mens trousers 100% virgin wool ""iStretch"" by Lanificio F.lli CerrutiDry clean",Suit trousers,Suit trousers,Suit trousers,iStretch virgin wool,,,,,,,,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-e502-31-1.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-e502-31-2.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-e502-31-3.jpg,http://www.defursac.net/media/catalog/product/cache/2/image/1090x1500/170ec19af00183b5e0368529fc2daa2f/1/6/16hp3ilys-e502-31-4.jpg,,,1,new,0,0,0,0,1,,,
